source,target
Pakafana'en ni mama ci kaka a mitafokod.,爸爸教哥哥拋網。
Cacay folad kinacecay ko lisawot no niyaro'.,一個月一次部落集會。
Sicepo'ay ko tayal nira i Taypak.,他在台北的工作有成
O setek niyam a malekaka tira mifalatay a 'aol i lalan.,我們兄弟就把橫在路上的竹子切斷。
Kara'etot ci Toyaw.,Toyaw愛放屁。
Miceno' ci ina to wa'ay i nanom.,媽媽把脚浸泡在水中。
Pakacinas aka kasaan to katelangay a riko'.,舊衣服不要穿到撕破。
Renec sato kako to titi no fafoy.,豬肉吃得很滿足。
"Tada ocong ko pipananam, saka masa'a'amay ko hemay no mita.",水放太多了，所以我們的飯變成稀飯。
Caenget ko dacidac no mako.,我的白癬很癢。
Hemhem sa ho ko hemay.,飯才剛煮好並保溫著。
O ma'angliway ko sakaranam nira pakoyocay a tamdaw.,那位貧窮的人吃的早餐已經有過期飯味。
Micinas ciira to tipelok.,他撕紙張。
O fa'inayan a kakakaka caira.,他們是哥哥們。
Mapalananowang ko pinengneng no mako kora kilang.,我把那棵
O cokor ni mama ako konian.,這是我爸爸的拐杖。
Itiri' han no 'alomanay kira nipafelian no hoing a codad.,很多人讀了法院給
Nga'ayay a malosasanga'en to papaysoan ko falako no wani.,鱷魚皮可以製成錢包。
Parafasen nifayi ko pipitpit to wirok to sakino cila.,姨媽採收文旦剩餘留給明天。
O takaraway a maemin ko loma'i pasaetip.,西部的房屋都很高。
Papici'epen no mama no kapah kami to epah a mitefoc.,部落領袖懲令我們用口吸酒。
O 'adingo no mako kiraan a kohetingay.,那個黑色的是我的影子。
Mikarkar ci mama to 'alaneng.,爸爸挖田埂。
Naw tomangic kiso?,你為何哭泣？
Aka pinanom to kietecay a nanom ano malalisan.,感冒時不可喝冰冷的水。
Mi^mi han to kamay kira malifawaay a wa'ay iso.,請用你的手指壓你腫大的腳。
"Iyoy han no singsi kora sito,tangsol a mipaca'of ciira to singsi nira.",老師一喊叫那位學生，他馬上回應他的老師。
Tosa polo' ko tamdaw i kasacefang.,每隊有20個成員。
O tadakatalawan ko cacesces i pala.,在田裡眼鏡蛇最可怕。
Paricaricen no kolong i kilang ko tiyad.,那隻牛使肚子靠樹搓揉。
O macedengay ko 'orip nina mato'asay i niyaro.,這位老人家在部落的生活是慢條斯理的。
O maan ko nipayakayakan nira tisowanan?,她對你說了些什麼謠言？
Pakipaso kami a minokay.,我們搭公車回家。
Maolah kako a komaen to fitawngi'.,我喜歡吃木耳。
Pacakayen kiraan a nida'ecian namo anini!,賣掉你們今天所採的箭筍！
Tada mato'aya ko dingki no fatikar no miso.,你腳踏車的燈太向上仰。
O soto no foledi' ko paca'engetay i takowanan.,漆樹的汁使我的身體發癢。
Misapeti' to kolong.,鞭打牛。
I ngata no cacodadan ko loma' niyam.,我們家在學校附近。
O kohetihetingay aca ko cengel nora kiradom.,那布料的顏色原本就是黑色的。
O pitatokeman ni fayi kinian.,這裡是嬸嬸採龍葵菜的地方。
Marekenay no kilang kira waco i lotok.,那隻狗是被木頭壓住的。
Maadah to ko doka' ako.,我的傷口癒合了。
O 'odo no fidac ko sapaamid ni Mayaw ci Osayan.,Mayaw贈送給Osayan的禮物是珍珠。
O manayatay a koseta ko nicakayan no mako.,我買的靴子是伸縮的。
Sanengseng a nengengan kira fa'inayan a wawa iso.,你那個男孩子看起來很帥。
Matolokedaw a nenengen kina posi.,這隻貓看起來很像豹。
Disdis o hahaenen kira folo'.,那些箭竹必需削掉枝葉了。
Pakawananen ko tayal!,請協助導引工作！
Sasalama saan koya wawa to tingnaw.,那小孩一直玩電腦。
Adada ko koring no mako.,我的屁股好痛。
Sakietec sa ko kamay iso.,你的手冰冷。
Mikalang ko wawa i 'alo'aloan.,小孩在河裡抓螃蟹。
Hiko hato no tao i matini kira totok ita.,我們那個山上別人已重新開墾。
Maolatek ko pipalo nira to wawa.,他打小孩打得很過份。
O pohaw to no mato'asay a cayto pakaneneng to codad.,那是老人瞎了所以不能看書了。
O 'oway ko sapisanga ni akong to 'anengang.,阿公做椅子的材料是籐。
O misafa^loh kami a malama a misa'apilis.,我們父子倆重新開墾山坡地。
Kifetol ko canem i kakarayan.,天空的霧氣很厚。
Miasip to codad kako i kafoti'an.,我在房間閱讀。
O sakilangseng kina kilang.,這棵樹是要用做蒸籠。
Malopilimekan no widang nira ko nipicakay nira tonini a loma'.,他買這間房子是要用來他朋友的藏身之處。
Matomay ko kakawaw ni Toray a komaen to epah.,Toray醉酒後脾氣像熊。
Kakaya ko ngangoso'an nira.,他的牛鼻環很長。
O sini'ada no ina iso kinian a nihawikidan no mako a sowal.,我帶來的這席話是你媽媽的同情。
Cietan ko misinaraay anini a miheca.,今年採西瓜的人很賺錢。
Pa'afangen nira fafahian ko fa'inayan a widang nira.,那位女生讓她的男朋友搭肩。
Cifohetay kira lotok.,那個山有松鼠。
Talakawili ko adada.,疼痛轉移到左邊。
Cedem san i faloco' ko kimad no foksi.,牧師的講道深入我心。
Mipaetah kako to hana.,我要為花施粗糠肥料。
Mificin kako to felac i pipatifekan.,我在碾米廠買米。
O marina'ay to no mako ko sapicodad no wawa ihoni.,剛剛我已經在孩子上學的證明單上蓋章。
O cicir no fiyaw niyam konini.,這是我們鄰居用竹槽製成的水橋。
Adihay ko sasingaran no loma' namo.,你們家的窗戶好多。
Paca'edesay a maemin ko sowal no tomok.,頭目的每句話都是令人覺得嚴酷。
Milatak ci mama to omah anini.,爸爸今天在田裡打土。
Pafiwfiwen naira ko hata a pakafana' to nikatangasa naira.,他們揮動旗幟告示他們已抵達。
Renaf han no wawa ako ko cafeng no loma'.,我的孩子在牆上畫圖。
Mahecep no sawa'eran a facel ko nanom.,引來的水在頭一張水田裡就被吸盡了。
Ko^tem sa ko fokes iso.,你的頭髮真烏黑。
Cinganganay to no Pangcah kako.,我有原住民的名字。
Malikat ko hemot no 'alopaynay to lafii.,夜晚時螢火蟲的屁股會發亮。
Kadoh han nora kay^ing kako.,那位小姐吸引我。
Mapaceka no tawo ko mama noya Holam.,那外省藉的父親被別人棘傷心。
Ma'okak kina wawa to fafahiyan.,這小女孩很瘦小。
Cicengo' to ko nipalomaan no mako a kilang.,我種植的樹已發芽。
"Lalangiwngiw saan kiso, o maan ko epoc?",你一直發牢騷有什麼用呢？
Matayal ano dafah ko niyaro' saan ko tengil no mako.,我聽到的是明天早上部落全體要一起工作。
Mafaliyos ko romi'ad no mita o Taywan.,我們台灣正在刮颱風。
O milicica'ay ko tayal nira i Malaysiya.,他的工作是在馬
Cadi'ci' ko doka' a mapaiyo.,塗藥時傷口很痛。
Cariwciw saan koya ciwciw i dipong.,小雞在鳥巢中吱吱喳喳地叫。
Namimaan kiso iro 'angsaw ko fodoy no miso.,你做了什麼，為何你的衣服有烤火煙味。
"Fangsis a pa'adien to mamang ko hemay, ano o kasoy ko sapicacak.",用木材煮時會讓飯被煮到有鍋巴會很香。
Mapa'adingo no lamal ko kero niyam i lakelal.,火使我們在河邊跳舞有影子。
O mi'akikay to pinaloma kina kakedalan a cidal.,這乾旱季節的太陽使所有作物枯乾。
Parifowasen ko nanom i mintang iso.,使你臉盆的水滿出來。
Talakofaw a misakalahok ci ina.,媽媽去廚房煮午餐。
Ira ko sapaiyo ni faki.,叔叔有藥。
Aka ka pipalafo kiso i takowanan!,你不要嫁禍於我。
Mipaci^ci saan ko tomok to finawlan a miilisin i kafaliyosan.,頭目勉強部落在颱風天舉行豐年祭。
O lofa ko mi'orong to losid ita.,由驢子搬運我們的物品。
Pacaliwen ho kako toya kamoko'ay a impic.,那支短的鉛筆借我一下。
Kapido^do kamo to niketonan ako.,你們要遵守我所規定的。
Halihepol ciira to raraw no tawo.,他很容易寬恕別人的過錯。
O mafana'ay a misa'asoloay ko mama no mako.,我的父親專門製作木杵的。
O ma'eng'engay caira a malama a tatosa.,他們父子倆是口吃。
Pacipaten i kokofang ko saparatoh to finawlan.,請將部落的消息黏在公佈欄。
O marofoay a tamdaw.,被關的人。
Lima ca'or ko dafong nangra.,他們有五兆財產。
O ngota to i narikoran no faliyos ko tarawadaw.,在颱風過後河流的水都很混濁。
Mikangkang ci mama i omah.,爸爸在田裏犁田。
Mapaamoot no soemet ko fodoy i kafoti'an.,床上的衣服因潮氣而生霉味。
"Sato'eman saan ko romi'ad, mato mama'orad.",天好黑，好像快下雨了。
Cima ko kahemaway namo tatosa?,你們兩人誰比較輕？
Pakalahoken ko wawa iso!,給你的小孩吃午餐！
O sakapatelac no niyam kinian.,這就是讓我們犯罪的。
Cefos han ni Mayaw kako a mi'opic to fodoy.,Mayaw潑水使我的衣服濕透。
Menek sa kora wawa to romi'ami'ad caay ka cinglaw.,那個小孩整天靜靜地不說一語。
Kamo o kapah ko macakatay a masanga' to rawac no loma'.,你們年青人爬上去來做竹房頂骨架。
Mikawcong to ko wawa no mako.,我的孩子已讀高中了。
Ciposak ko pising ni Panay.,Panay臉上有飯粒。
Papataen ako ko manto a komaen.,我將饅頭加上奶油吃。
I wali ko cidal a masadak to dafak.,早上太陽在東邊出來。
O tadakacalowayan a micaliw to pida ko kingko.,銀行是最方便借貸的地方。
Kapido^do kita to limo'ot no to'as.,我們要遵守祖訓。
O mifotingay ko tayal no mama ako.,我父親的工作是漁夫。
"Awa ko kaliling i, maanen a mikohaw?",没有湯匙要怎麼喝湯？
O karasini'adaay to pakoyoc ci mama nira.,他父親對窮人常樂善好施。
O ni'opican no mako kiraan a sasifin i sapad.,在桌上那毛巾是我弄溼的。
Matakaway ko otofay ako.,我的摩托車被偷。
O makececay ko mata no miso i matini haw?,你現在的眼睛有在眨眼嗎？
Mirmiren nora kaying ko tatirengan nira a makero.,那個小姐跳舞讓身體抖動。
Pa'aresingen no Kawas to dafadafak ko semot.,每個早晨上帝都使草有露水。
Paketingen ko lofa i palofaan!,牽繫驢子到驢棚裏。
Tata'ang ko telii no mako i tisowanan.,我對你生了很大的氣。
O matelangay to kira kaysing.,那個碗已經陳舊了。
Kifetol ko filfil noni wawa.,這小孩的嘴唇很厚。
Kacifonos han ko kapah.,叫年青人帶刀。
Paangpaw ko ina ato mama i takowanan i pafilongan.,過年媽媽和爸爸發紅包給我。
O maan ko okosan iso?,你高傲什麼呢？
Fihfihen nira ko riko' nira.,她搖擺她的衣服。
Ohot san kiso?,你發什麼呆呢？
Kakaya' ko 'orip no rarokoh.,鱉的壽命很長。
O lomowa ko mi'ariwadangay to kayki niyam i dadaya.,流氓搗亂我們昨天晚上的會議。
Ma'orad to!,下雨了。
Hadi^di san ko singsi a pasifana' to maliyangay a sito.,老師很有耐心地教導不乖的學生。
O maokosay a tamdaw kirawan tomirengay i lalan.,那位站在路上的是很會吹牛的人。
Sepaten ko sariri no talo'an iso.,你的工寮要有四根柱子。
Mihalhal to lafang ko niyaro' i kailisinan.,部落豐年祭時會宴請來訪的客人。
Edoedoxan ko pasaetip.,西部都是草莓園。
Kakahad ko fonon naira.,他們家的水田很寬廣。
Misalinalinah ko adada no tiyad ako.,我肚子的疼痛移來移去。
Papicokerohen no mako caira to paliding.,我請他們推車子。
O 'acefel ni akong i lotok a miiloh kirawan.,那是阿公在山上燒的煙。
Ci'adipangpang ko hanahanaan.,花園裡有蝴蝶。
Masafitoka no fafoy ko faco nora kowa'.,木瓜的形狀像豬的胃。
Nanay malahongti ita ciira.,真希望他是我們的皇帝。
I papotal no loma' kita a malafi.,我們在前院吃晚餐。
Misimed cira to raraw nira.,他隱藏他的過錯。
O ni'osawan niyam kira hemay no niso.,你的飯是我們特別留下的。
Ci Cakay ko ngangan niira.,他的名字叫Cakay。
Mi'emetay kako to sakaso^soaw no tireng ako.,我是控制我身體逐漸肥胖。
Reko han no mita kira papitpiten anini.,我們就來完成採收的工作。
"Copelaken kako to 'icep, saka caay pi'icep kako.",我覺得檳榔太苦澀，所以我不吃檳榔。
Awa to ko hinang noni sakalatim.,這把剪刀已不利了。
Icowaen no miso a miteli ko 'iwas ako?,你把我的划槳放在那裡？
O patamohongay kira ina to wawa nira.,那位母親為她的孩子戴帽子。
Papirameten to kalodi ko wawa ita i lakelal.,在河邊讓我們的孩子抓緊泥鰍。
O kasoling ko pikalican ako tayra Taypak i ano cila.,明天我去台北的交通工具是火車。
Karalawla ciira.,他很喜歡開玩笑。
O singsingsi ko picodadan.,學校很多老師。
Masenat no folo' ko kamay nira.,他的手竹被箭竹劃傷。
No mita a todong kirana tayal.,那個工作是屬於我們的份。
Sakahecid saan ko kafi.,湯太鹹了。
Cofcof saan ci Mayaw to nitayalan no safa nira.,Mayaw白白享受他弟弟所賺的利益。
Howad han no 'alomanay a tamdaw ko tamina i Fotod.,在蘭嶼很多人將船舉起。
Pakalilingen ko patafoan.,便當盒中請備湯匙。
O macodahay a maemin ko kapah no Pangcah.,阿美族的青年都很勇敢。
Ciherang kako itini a matayal.,我在這裡工作很受尊重。
Lima a kofo ko omah na Payrang.,Payrang家的田有五公頃。
Komoden ko kapah a mikayki kita!,去將青年們集合起來，我們要開會！
Micacak to sakalafi ci ina.,媽媽在煮晚餐。
Malemed kako citatodong to demak.,我很幸運能負責這件事。
O likat no folad ko lakelaw no mato'asay a mitalakal to mangcel i tiya ho.,從前老人是藉月光設陷捕山羌的。
Koesan ko kani' ni fayi ako i niyaro'.,在部落我嬸嬸的糯米酒很甜。
Makakinih ko pisawkit nona tamdaw.,此人的評論不公正。
Korahot han no lotong ci ama no mako.,我的祖母被猴子抓傷。
O tarimasa' no kengkeng kiraan a soni.,那個聲音是水溝滴水的聲音。
I fafaw no Poseko ko kayakay no sinamalay.,鐡路橋樑在玉里的上游。
Mingohah ci kaka ako to dadayadaya.,我的哥哥每天忙著約會。
O esang no mako konini.,這是我的奬賞物。
Malatarawadaw kina sa'owac a talararem.,這條溪流下游變成河川。
O rekrek no finawlan i pinenengan to ika.,在電影院裡居民齊聚人多。
Mafaking no mato'asay ko ma'esosay a kapah.,老人懲罰放屁的年青人。
Pacomoden i dofot ko payso no miso.,將你的錢放去口袋。
Maolah ko kolong a misaronang i mangota'ay a nanom.,牛喜歡在污濁的水中翻滾。
nanicicilitan a kakaenen.,基改食品(基因改造)
O nirekadan no kakeridan ko kalahitay no fa'inayan.,男人當兵是被長官命令分梯次。
Pacofelen kora raraya'ay a hawan no miso!,請將你那支長刀配上刀鞘！
O sapihapinang no mi'adopay a konis konini a konis.,這個記號是獵人回家的記號。
O 'osaw no kinarigo koni a falah.,木材燒完後剩下灰燼。
Tatiih a awaay ko ondo no mato'asay i loma'.,在家裡老人家不能沒有運動。
Corah han ni mama ko katelang a tarokan.,爸爸將陳舊的雞舍給焚燒了。
Marataratar a lomowad ko wawa no Pangcah.,阿美族的小孩個個都起得很早。
Maolah kako to cidofotay a fodoy.,我喜歡有口袋的衣服。
Makerid kako ano cila a talariyar mifoting.,明天我會被帶去海邊抓魚。
Misalafii a matayal ciira.,他整夜工作。
Anocilaen a miherek a miamoto.,但願在明天完成打水泥的工作。
Misaoh^ooh^oh kina tiyad ako.,我的肚子咕嚕咕嚕地叫。
Roroh han no kapot kako i katayalan.,在工作的地方同事嫁禍於我。
Mala'anengang no mita kira kasoy.,那個木材變成我們的椅子。
Tastas sato ko fatikar ako.,我的單車已壞掉了。
O fafahiyan ko micekcekay to amoto i pisaloma'an.,女性在建築場地負責擠填水泥的工作。
O kakeroan no finawlan ko potal.,廣場是部落跳舞場所。
Pasefien ko fa^lohay a talo'an iso.,你新的工寮要有廚房。
I imeng ciira a matayal.,他在派出所工作。
Kalasangra'ay ho a lomowad to dafak.,早上要成為最先起床的。
Cikadit ko fodoy no mako.,我的衣服有髒污。
Papikececen no isin kako to mata a mihapinang to adada no mata.,醫生讓我眨眼來觀察眼睛的病變。
Pangoseten nira wawa ko fodoy i kakamayan.,這個孩子在他的手袖上沾染了鼻涕。
Ci Acin ko ngangan no 'ali ako.,我的弟妹的名字叫做Acin。
Mifihon to pising kora kakikongen no mita anini.,今天舉行婚禮的人在化妝。
O lafi to ko sakataloma' niyam nani pala a maomah i nacila.,昨天我們在田裡工作已經是晚上時間才回家。
Aka palakolong to tamdaw!,不要奴役人如牛！
Makapahay a tengilen ko mangatowa'ay a romadiw.,那張開嘴巴的唱歌很好聽。
Tanodahetal saan ko pasaetip.,西部很多平原。
Hakowa ko dadahal no kanatanatal.,世界有多寬。
"Tongalen ko safadot, ta mahemhem ko 'inafa.",添加襁褓以保暧背上的小孩。
Macahiw ko mimaliay.,打球的人滿身大汗。
Tata'ang ko telaw nira fa'inayan.,那位男士的手臂很粗。
O mi'enafay kako to lakaw i potal no mita.,我是在廣場焚燒垃圾。
"Fetiken ko mato'asay, ta mipalemed i titanan!",向祖靈祈求祝福！
Kala'anengang han nira ko fakeloh a maro'.,他將石頭當作椅子來坐。
I kakereman ko pinokay no mako.,我會在傍晚回家。
Conoh aka ka saan a pakaroray to ina iso.,不要把責任推卸給你的母親。
I pafafoyan a micacak ci ina to fonga.,媽媽在豬舍煮地瓜。
a wayway koraan a tamdaw.,那個人是以壤行為影響別人的人。
